"book","chapter","verse","edition","text"
"Gal","02","12","3.05","[πρὸ τοῦ] γὰρ [ἐλθεῖν τινα ()] μετὰ τῶν ἐθνῶν συνήσθιεν. [ὅτε] δὲ [ἦλθον] ὑπέστελλεν καὶ ἀφώριζεν ἑαυτόν, φοβούμενος τοὺς ἐκ περιτομῆς. "
"Gal","02","13","3.05","[καὶ συνυπεκρίθησαν αὐτῷ () καὶ οἱ λοιποὶ ()]. "
"Gal","02","14","3.05","[ἀλλ᾽ ()] οὐκ ὀρθοποδοῦσιν πρὸς τὴν ἀλήθειαν τοῦ εὐαγγελίου (). "
"Gal","02","16","3.05","() οὐ δικαιοῦται ἄνθρωπος ἐξ ἔργων νόμου ἐὰν μὴ διὰ πίστεως, [() καὶ ἡμεῖς εἰς Χριστὸν Ἰησοῦν ἐπιστεύσαμεν, ἵνα δικαιωθῶμεν ἐκ πίστεως Χριστοῦ καὶ οὐκ ἐξ ἔργων νόμου ()]. "
"Gal","02","18","3.05","[εἰ γὰρ] ἃ κατέλυσα ταῦτα πάλιν ἀνοικοδομῶ, [παραβάτην ἐμαυτὸν συνιστάνω]. "
"Gal","02","20","3.05","() ὃ δὲ νῦν ζῶ ἐν σαρκί ἐν πίστει ζῶ τῇ τοῦ υἱοῦ τοῦ θεοῦ τοῦ ἀγοράσαντός με (). "
"Gal","03","01","3.05","[ὦ ἀνόητοι Γαλάται· τίς ὑμᾶς ἐβάσκανεν, οἷς κατ᾽ ὀφθαλμοὺς Ἰησοῦς Χριστὸς προεγράφη ἐν ὑμῖν ἐσταυρωμένος;]"
"Gal","03","02","3.05","[τοῦτο μόνον θέλω μαθεῖν ἀφ᾽ ὑμῶν· ἐξ ἔργων νόμου τὸ πνεῦμα ἐλάβετε ἢ ἐξ ἀκοῆς πίστεως;]"
"Gal","03","03","3.05","[()] "
"Gal","03","04","3.05","[()] "
"Gal","03","05","3.05","[ὁ οὖν ἐπιχορηγῶν ὑμῖν τὸ πνεῦμα καὶ ἐνεργῶν δυνάμεις ἐν ὑμῖν ἐξ ἔργων νόμου ἢ ἐξ ἀκοῆς πίστεως;] "
"Gal","03","10","3.05","ὅσοι γὰρ ὑπὸ νόμον εἰσίν ὑπὸ κατάραν εἰσίν· γέγραπται γὰρ ὅτι ἐπικατάρατος πᾶς ὃς οὐκ ἐμμένει ἐν πᾶσιν τοῖς γεγραμμένοις ἐν τῷ βιβλίῳ τοῦ νόμου τοῦ ποιῆσαι αὐτά. "
"Gal","03","11","3.05","[ὅτι δὲ ἐν νόμῳ οὐδεὶς δικαιοῦται παρὰ τῷ θεῷ δῆλον] μάθετε οὖν ὅτι ὁ δίκαιος ἐκ πίστεως ζήσεται. "
"Gal","03","12","3.05","[ὁ δὲ νόμος οὐκ ἔστιν ἐκ πίστεως,] ἀλλὰ· ὁ ποιήσας αὐτὰ ζήσεται ἐν αὐτοῖς. "
"Gal","03","13","3.05","Χριστὸς ἡμᾶς ἐξηγόρασεν ἐκ τῆς κατάρας τοῦ νόμου γενόμενος ὑπὲρ ἡμῶν κατάρα — [ὅτι γέγραπται·] ἐπικατάρατος πᾶς ὁ κρεμάμενος ἐπὶ ξύλου — "
"Gal","03","14","3.05","() ἵνα τὴν εὐλογίαν τοῦ πνεύματος λάβωμεν διὰ τῆς πίστεως. "
"Gal","03","22","3.05","[ἀλλὰ] συνέκλεισεν ἡ γραφὴ τὰ πάντα ὑπὸ ἁμαρτίαν, [ἵνα ἡ ἐπαγγελία ἐκ πίστεως Χριστοῦ δοθῇ τοῖς πιστεύουσιν.] "
"Gal","03","26","3.05","πάντες γὰρ υἱοὶ ἐστε διὰ πίστεως. "
"Gal","04","03","3.05","ἔτι κατὰ ἄνθρωπον λέγω. ὅτε ἦμεν νήπιοι ὑπὸ τὰ στοιχεῖα τοῦ κόσμου ἤμεθα εἰς δουλείαν. "
"Gal","04","04","3.05","ὅτε δὲ ἦλθεν τὸ πλήρωμα τοῦ χρόνου, ἐξαπέστειλεν ὁ θεὸς τὸν υἱὸν αὐτοῦ. "
"Gal","04","05","3.05","ἵνα τοὺς ὑπὸ νόμον ἐξαγοράσῃ ἵνα τὴν υἱοθεσίαν ἀπολάβωμεν. "
"Gal","04","06","3.05","ὅτι οὖν ἐστε υἱοὶ θεοῦ ἐξαπέστειλεν τὸ πνεῦμα αὐτοῦ εἰς τὰς καρδίας ἡμῶν κρᾶζον· Ἀββᾶ ὁ πατήρ. "
"Gal","04","07","3.05","[ὥστε οὐκέτι εἶ δοῦλος ἀλλὰ υἱός· εἰ δὲ υἱός καὶ κληρονόμος διὰ θεοῦ.]"
"Gal","04","08","3.05","[ἀλλὰ τότε, μὲν οὐκ εἰδότες θεὸν,] ἐδουλεύσατε τοῖς φύσει μὴ οὖσιν θεοῖς. "
"Gal","04","09","3.05","[νῦν δὲ γνόντες θεόν, μᾶλλον δὲ γνωσθέντες ὑπὸ θεοῦ, πῶς] ἐπιστρέφετε ἐπὶ τὰ ἀσθενῆ καὶ πτωχὰ στοιχεῖα, οἷς πάλιν ἄνωθεν δουλεύειν θέλετε;"
"Gal","04","10","3.05","ἡμέρας παρατηρεῖσθε καὶ μῆνας καὶ καιροὺς καὶ ἐνιαυτούς. "
"Gal","04","19","3.05","τέκνα μου οὓς πάλιν ὠδίνω [μέχρις οὗ μορφωθῇ Χριστὸς ἐν ὑμῖν ()]"
"Gal","04","21","3.05","[λέγετέ μοι, οἱ ὑπὸ νόμον θέλοντες εἶναι, τὸν νόμον οὐκ ἀκούετε;] "
"Gal","04","22","3.05","[γέγραπται γὰρ ὅτι] Ἀβραὰμ δύο υἱοὺς ἔσχεν ἕνα ἐκ τῆς παιδίσκης καὶ ἕνα ἐκ τῆς ἐλευθέρας. "
"Gal","04","23","3.05","ἀλλ᾽ ὁ μὲν ἐκ τῆς παιδίσκης κατὰ σάρκα γεγέννηται ὁ δὲ ἐκ τῆς ἐλευθέρας δι᾽ ἐπαγγελίας. "
"Gal","04","24","3.05","ἅτινά ἐστιν ἀλληγορούμενα· αὗται γάρ εἰσιν δύο διαθῆκαι μία μὲν ἀπὸ ὄρους Σινᾶ εἰς τὴν συναγωγὴν τῶν Ἰουδαίων κατὰ τὸν νόμον γεννῶσα εἰς δουλείαν, "
"Eph","01","21","3.05","ἄλλη δὲ ὑπεράνω πάσης ἀρχῆς καὶ ἐξουσίας καὶ δυνάμεως καὶ παντὸς ὀνόματος ὀνομαζομένου, οὐ μόνον ἐν τῷ αἰῶνι τούτῳ ἀλλὰ καὶ ἐν τῷ μέλλοντι γεννῶσα."
"Gal","04","26","3.05","ἥτις γὰρ ἐστὶν μήτηρ ἡμῶν, εἰς ἣν ἁγίαν ἐκκλησίαν ἐπηγγειλάμεθα (). "
"Gal","04","31","3.05","διό ἀδελφοί οὐκ ἐσμὲν παιδίσκης τέκνα ἀλλὰ ἐλευθέρας. "
"Gal","05","01","3.05","ᾗ ἐλευθερίᾳ ἡμᾶς Χριστὸς ἠλευθέρωσεν· () μὴ πάλιν ζυγῷ δουλείας τῷ νόμῳ ἐνέχεσθε. "
"Gal","05","03","3.05","μαρτύρομαι δὲ πάλιν ὅτι ἄνθρωπος περιτετμημένος, ὀφειλέτης ἐστὶν ὅλον τὸν νόμον πληρῶσαι. "
"Gal","05","06","3.05","ἐν [δὲ] Χριστῷ οὔτε περιτομή τι ἰσχύει, οὔτε ἀκροβυστία, ἀλλὰ πίστις δι᾽ ἀγάπης πληρουμένη. "
"Gal","05","09","3.05","μικρὰ ζύμη ὅλον τὸ φύραμα δολοῖ. "
"Gal","05","10","3.05","() ὁ δὲ ταράσσων ὑμᾶς βαστάσει τὸ κρίμα (). "
"Gal","05","14","3.05","ὁ γὰρ πᾶς νόμος ἐν ὑμῖν πεπλήρωται· ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν. "
"Gal","05","16","3.05","[λέγω δέ, πνεύματι περιπατεῖτε καὶ ἐπιθυμίαν σαρκὸς οὐ μὴ τελέσητε.] "
"Gal","05","17","3.05","[ἡ γὰρ σὰρξ ἐπιθυμεῖ κατὰ τοῦ πνεύματος τὸ δὲ πνεῦμα κατὰ τῆς σαρκός· ταῦτα γὰρ ἀλλήλοις ἀντίκειται ἵνα μὴ ἃ ἐὰν θέλητε ταῦτα ποιῆτε.] "
"Gal","05","18","3.05","[εἰ δὲ πνεύματι ἄγεσθε, οὐκ ἐστὲ ὑπὸ νόμον.] "
"Gal","05","19","3.05","φανερὰ δέ ἐστι τὰ ἔργα τῆς σαρκός, ἅτινά ἐστι πορνεία, ἀκαθαρσία, ἀσέλγεια, "
"Gal","05","20","3.05","εἰδωλολατρεία, φαρμακεία, ἔχθραι, ἔρεις, ζῆλοι, θυμοί, ἐριθεῖαι, διχοστασίαι, αἱρέσεις, "
"Gal","05","21","3.05","φθόνοι, μέθαι, κῶμοι, [καὶ τὰ ὅμοια τούτοις] ἃ προλέγω ὑμῖν καθὼς καὶ προεῖπον ὅτι οἱ τὰ τοιαῦτα πράσσοντες βασιλείαν θεοῦ οὐ κληρονομήσουσιν. "
"Gal","05","22","3.05","[ὁ δὲ καρπὸς τοῦ πνεύματός ἐστιν ἀγάπη, χαρά, εἰρήνη, μακροθυμία, χρηστότης, ἀγαθωσύνη, πίστις,] "
"Gal","05","23","3.05","[πραΰτης, ἐγκράτεια· κατὰ τῶν τοιούτων οὐκ ἔστιν νόμος.] "
"Gal","05","24","3.05","οἱ [δὲ] τοῦ Χριστοῦ τὴν σάρκα ἐσταύρωσαν σὺν τοῖς παθήμασι καὶ ταῖς ἐπιθυμίαις. "
"Gal","06","02","3.05","ἀλλήλων τὰ βάρη βαστάζετε καὶ οὕτως ἀναπληρώσετε τὸν νόμον τοῦ Χριστοῦ. "
"Gal","06","06","3.05","() κοινωνείτω δὲ ὁ κατηχούμενος τὸν λόγον τῷ κατηχοῦντι ἐν πᾶσιν ἀγαθοῖς."
"Gal","06","07","3.05","πλανᾶσθε· θεὸς οὐ μυκτηρίζεται. ὃ γὰρ ἐὰν σπείρῃ ἄνθρωπος τοῦτο καὶ θερίσει· "
"Gal","06","08","3.05","[ὅτι ὁ σπείρων εἰς τὴν σάρκα ἑαυτοῦ ἐκ τῆς σαρκὸς] θερίσει φθοράν, [ὁ δὲ σπείρων εἰς τὸ πνεῦμα ἐκ τοῦ πνεύματος] θερίσει ζωὴν. "
"Gal","06","09","3.05","τὸ δὲ καλὸν ποιοῦντες, [μὴ ἐκκακῶμεν,] καιρῷ δὲ ἰδίῳ θερίσομεν, μὴ ἐκλυόμενοι. "
"Gal","06","10","3.05","[ἄρα οὖν] ὡς καιρὸν ἔχομεν ἐργαζώμεθα τὸ ἀγαθὸν. "
"Gal","06","12","3.05","[ὅσοι θέλουσιν εὐπροσωπῆσαι ἐν σαρκί, οὗτοι ἀναγκάζουσιν ὑμᾶς περιτέμνεσθαι μόνον] ἵνα ὁ σταυρὸς τοῦ Χριστοῦ Ἰησοῦ διώκηται. "
"Gal","06","13","3.05","οὐδὲ γὰρ οἱ περιτεμνόμενοι αὐτοὶ νόμον φυλάσσουσιν (). "
"Gal","06","14","3.05","() ἐμοὶ κόσμος ἐσταύρωται κἀγὼ τῷ κόσμῳ. "
"Gal","06","16","3.05","[καὶ ὅσοι] τῷ κανόνι τούτῳ στοιχήσουσιν [εἰρήνη ἐπ᾽ αὐτοὺς καὶ ἔλεος.] "
"Gal","06","17","3.05","() ἐγὼ γὰρ τὰ στίγματα τοῦ Χριστοῦ ἐν τῷ σώματί μου βαστάζω."
"1Cr","01","01","3.05","Παῦλος, [κλητὸς] ἀπόστολος Ἰησοῦ Χριστοῦ [διὰ θελήματος θεοῦ ,] "
"1Cr","01","02","3.05","[τῇ ἐκκλησίᾳ τοῦ θεοῦ τῇ οὔσῃ ἐν Κορίνθῳ—] "
"1Cr","01","03","3.05","χάρις ὑμῖν καὶ εἰρήνη ἀπὸ θεοῦ πατρὸς ἡμῶν καὶ κυρίου Ἰησοῦ. "
"1Cr","01","18","3.05","ὁ σταυρὸς τοῦ Χριστοῦ τοῖς μὲν ἀπολλυμένοις μωρία ἐστίν τοῖς δὲ σῳζομένοις δύναμις καὶ σοφία θεοῦ ἐστιν. "
"1Cr","01","19","3.05","γέγραπται γάρ· ἀπολῶ τὴν σοφίαν τῶν σοφῶν καὶ τὴν σύνεσιν τῶν συνετῶν ἀθετήσω. "
"1Cr","01","20","3.05","οὐχὶ ἐμώρανεν ὁ θεὸς τὴν σοφίαν τοῦ κόσμου; "
"1Cr","01","21","3.05","ἐπειδὴ ἐν τῇ σοφίᾳ τοῦ θεοῦ οὐκ ἔγνω ὁ κόσμος διὰ τῆς σοφίας τὸν θεὸν, εὐδόκησεν ὁ θεὸς διὰ τῆς μωρίας τοῦ κηρύγματος σῶσαι τοὺς πιστεύοντας. "
"1Cr","01","22","3.05","ἐπειδὴ Ἰουδαῖοι σημεῖα αἰτοῦσιν καὶ Ἕλληνες σοφίαν ζητοῦσιν· "
"1Cr","01","23","3.05","ἡμεῖς [δὲ] κηρύσσομεν Χριστὸν [ἐσταυρωμένον]—Ἰουδαίοις [μὲν] σκάνδαλον [ἔθνεσιν δὲ μωρίαν]. "
"1Cr","01","25","3.05","ὅτι τὸ μωρὸν τοῦ θεοῦ σοφώτερον τῶν ἀνθρώπων ἐστίν, καὶ τὸ ἀσθενὲς τοῦ θεοῦ ἰσχυρότερον τῶν ἀνθρώπων. "
"1Cr","01","26","3.05","[βλέπετε τὴν κλῆσιν ὑμῶν, ἀδελφοὶ, ὅτι οὐ πολλοὶ σοφοὶ κατὰ σάρκα, οὐ πολλοὶ δυνατοί, οὐ πολλοὶ εὐγενεῖς.] "
"1Cr","01","27","3.05","(ἀλλὰ) τὰ μωρὰ τοῦ κόσμου ἐξελέξατο ὁ θεὸς, ἵνα καταισχύνῃ τοὺς σοφούς· καὶ τὰ ἀσθενῆ τοῦ κόσμου ἐξελέξατο ὁ θεὸς, ἵνα καταισχύνῃ τὰ ἰσχυρά· "
"1Cr","01","28","3.05","καὶ τὰ ἀγενῆ, καὶ τὰ ἐλάχιστα, καὶ τὰ ἐξουθενημένα ἐξελέξατο ὁ θεός—τὰ μὴ ὄντα—ἵνα τὰ ὄντα καταργήσῃ, "
"1Cr","01","29","3.05","ὅπως μὴ καυχήσηται πᾶσα σὰρξ [ἐνώπιον αὐτοῦ] . "
"1Cr","01","30","3.05","[ἐξ αὐτοῦ δὲ ὑμεῖς ἐστε ἐν Χριστῷ Ἰησοῦ ὃς ἐγενήθη σοφία ἡμῖν ἀπὸ θεοῦ δικαιοσύνη τε καὶ ἁγιασμὸς καὶ ἀπολύτρωσις·] "
"1Cr","01","31","3.05","ἵνα καθὼς γέγραπται· ὁ καυχώμενος ἐν κυρίῳ καυχάσθω. "
"1Cr","02","06","3.05","σοφίαν δὲ λαλοῦμεν ἐν τοῖς τελείοις [σοφίαν δὲ οὐ τοῦ αἰῶνος τούτου οὐδὲ] τῶν ἀρχόντων τοῦ αἰῶνος τούτου τῶν καταργουμένων. "
"1Cr","02","07","3.05","[ἀλλὰ] λαλοῦμεν θεοῦ σοφίαν ἐν μυστηρίῳ τὴν ἀποκεκρυμμένην, ἣν προώρισεν ὁ θεὸς πρὸ τῶν αἰώνων εἰς δόξαν ἡμῶν, "
"1Cr","02","08","3.05","ἣν οὐδεὶς τῶν ἀρχόντων τοῦ αἰῶνος τούτου ἔγνωκεν· εἰ γὰρ ἔγνωσαν, οὐκ ἂν τὸν κύριον τῆς δόξης ἐσταύρωσαν. "
"1Cr","02","16","3.05","τίς γὰρ ἔγνω νοῦν κυρίου, καὶ τίς αὐτοῦ σύμβουλος ἐγένετο; "
"1Cr","03","09","3.05","[θεοῦ] οἰκοδομή [ἐστε]. "
"1Cr","03","10","3.05","ὡς σοφὸς ἀρχιτέκτων θεμέλιον ἔθηκα, "
"1Cr","03","11","3.05","ὅς ἐστιν Χριστός. "
"1Cr","03","12","3.05","εἰ δέ τις ἐποικοδομεῖ ἐπὶ τὸν θεμέλιον, "
"1Cr","03","13","3.05","ἑκάστου τὸ ἔργον φανερὸν γενήσεται, ἐν πυρὶ [ἀποκαλύπτεται, καὶ ] "
"1Cr","03","14","3.05","[εἴ μενεῖ] μισθὸν λήμψεται· "
"1Cr","03","15","3.05","[εἴ τινος τὸ ἔργον κατακαήσεται, ζημιωθήσεται, αὐτὸς δὲ σωθήσεται, οὕτως δὲ ὡς] διὰ πυρός. "
"1Cr","03","16","3.05","οὐκ οἴδατε ὅτι ναὸς θεοῦ ἐστε καὶ τὸ πνεῦμα τοῦ θεοῦ οἰκεῖ ἐν ὑμῖν; "
"1Cr","03","17","3.05","εἴ τις τὸν ναὸν τοῦ θεοῦ φθείρει φθαρήσεται. "
"1Cr","03","18","3.05","[εἴ τις δοκεῖ σοφὸς εἶναι ἐν ὑμῖν ἐν τῷ αἰῶνι τούτῳ] μωρὸς γενέσθω, ἵνα γένηται σοφός. "
"1Cr","03","19","3.05","ἡ γὰρ σοφία τοῦ κόσμου τούτου μωρία παρὰ τῷ θεῷ ἐστιν. γέγραπται γάρ· ὁ δρασσόμενος τοὺς σοφοὺς ἐν τῇ πανουργίᾳ αὐτῶν. "
"1Cr","03","20","3.05","καὶ πάλιν· κύριος γινώσκει τοὺς διαλογισμοὺς τῶν σοφῶν, ὅτι εἰσὶν μάταιοι. "
"1Cr","03","21","3.05","ὥστε μηδεὶς καυχάσθω ἐν ἀνθρώποις. πάντα [γὰρ] ὑμῶν ἐστιν — "
"1Cr","03","22","3.05","εἴτε Παῦλος εἴτε Ἀπολλῶς εἴτε Κηφᾶς εἴτε κόσμος εἴτε ζωὴ εἴτε θάνατος εἴτε ἐνεστῶτα εἴτε μέλλοντα — πάντα ὑμῶν· "
"1Cr","03","23","3.05","ὑμεῖς δὲ Χριστοῦ, Χριστὸς δὲ θεοῦ. "
"1Cr","04","05","3.05","[ὥστε μὴ πρὸ καιροῦ τι κρίνετε, ἕως ἂν ἔλθῃ ὁ κύριος, ὃς] καὶ φωτίσει τὰ κρυπτὰ τοῦ σκότους [καὶ φανερώσει τὰς βουλὰς τῶν καρδιῶν, καὶ τότε] ὁ ἔπαινος γενήσεται ἑκάστῳ ἀπὸ τοῦ θεοῦ. "
"1Cr","04","09","3.05","ἡμεῖς [οἱ ἀπόστολοι] θέατρον ἐγενήθημεν τῷ κόσμῳ, καὶ ἀγγέλοις, καὶ ἀνθρώποις. "
"1Cr","04","15","3.05","ἐν εὐαγγελίῳ ἐγὼ ὑμᾶς ἐγέννησα. "
"1Cr","04","17","3.05","[ἔπεμψα ὑμῖν Τιμόθεον.]"
"1Cr","05","01","3.05","[ἀκούεται ἐν ὑμῖν ὥστε γυναῖκά τινα τοῦ πατρὸς ἔχειν. "
"1Cr","05","02","3.05","ἐξαρθῇ ἐκ μέσου ὑμῶν ὁ τὸ ἔργον τοῦτο ποιήσας. "
"1Cr","05","03","3.05","ἐγὼ μὲν γάρ ὡς ἀπὼν τῷ σώματι, παρὼν δὲ τῷ πνεύματι, ἤδη κέκρικα, ὡς παρὼν, τὸν οὕτως τοῦτο κατεργασάμενον,"
"1Cr","05","04","3.05","ἐν τῷ ὀνόματι τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ συναχθέντων ὑμῶν καὶ τοῦ ἐμοῦ πνεύματος σὺν τῇ δυνάμει τοῦ κυρίου ἡμῶν Ἰησοῦ, "
"1Cr","05","05","3.05","παραδοῦναι τὸν τοιοῦτον εἰς ὄλεθρον τῆς σαρκός, ἵνα τὸ πνεῦμα σωθῇ ἐν τῇ ἡμέρᾳ τοῦ κυρίου. "
"1Cr","05","06","3.05","[οὐκ οἴδατε ὅτι μικρὰ ζύμη ὅλον τὸ φύραμα δολοῖ;] "
"1Cr","05","07","3.05","ἐκκαθάρατε τὴν παλαιὰν ζύμην, ἵνα ἦτε νέον φύραμα, καθώς ἐστε ἄζυμοι. καὶ γὰρ τὸ πάσχα ἡμῶν ἐτύθη, Χριστός. "
"1Cr","05","13","3.05","ἐξάρατε τὸν πονηρὸν ἐξ ὑμῶν αὐτῶν."
"1Cr","06","13","3.05","τὸ σῶμα οὐ τῇ πορνείᾳ, ἀλλὰ τῷ κυρίῳ· καὶ ὁ κύριος τῷ σώματι, ὡς ὁ ναὸς τῷ θεῷ καὶ ὁ θεὸς τῷ ναῷ. "
"1Cr","06","14","3.05","ὁ δὲ θεὸς καὶ τὸν κύριον ἤγειρεν καὶ ἡμᾶς ἐξεγερεῖ. "
"1Cr","06","15","3.05","οὐκ οἴδατε ὅτι τὰ σώματα ὑμῶν μέλη Χριστοῦ ἐστιν; ἄρας οὖν τὰ μέλη τοῦ Χριστοῦ ποιήσω πόρνης μέλη; μὴ γένοιτο. "
"1Cr","06","16","3.05","οὐκ οἴδατε γὰρ ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά ἐστιν. ἔσονται γάρ φησίν οἱ δύο εἰς σάρκα μίαν."
"1Cr","06","18","3.05","φεύγετε τὴν πορνείαν. "
"1Cr","06","19","3.05","οὐκ ἐστὲ ἑαυτῶν, "
"1Cr","06","20","3.05","ἠγοράσθητε γὰρ τιμῆς· δοξάσατε καὶ ἄρατε τὸν θεὸν ἐν τῷ σώματι ὑμῶν. "
"1Cr","07","01","3.05","καλὸν ἀνθρώπῳ γυναικὸς μὴ ἅπτεσθαι· "
"1Cr","07","02","3.05","[διὰ] δὲ [τὰς πορνείας,] ἕκαστος τὴν ἑαυτοῦ γυναῖκα ἐχέτω καὶ ἑκάστη τὸν ἴδιον ἄνδρα ἐχέτω.] "
"1Cr","07","03","3.05","[τῇ γυναικὶ ὁ ἀνὴρ τὴν ὀφειλὴν ἀποδιδότω· ὁμοίως δὲ καὶ ἡ γυνὴ τῷ ἀνδρί.]"
"1Cr","07","04","3.05","[ἡ γυνὴ τοῦ ἰδίου σώματος οὐκ ἐξουσιάζει, ἀλλὰ ὁ ἀνήρ· ὁμοίως δὲ καὶ ὁ ἀνὴρ τοῦ ἰδίου σώματος οὐκ ἐξουσιάζει, ἀλλὰ ἡ γυνή.] "
"1Cr","07","05","3.05","[μὴ ἀποστερεῖτε ἀλλήλους, εἰ μήτι ἂν ἐκ συμφώνου πρὸς καιρόν, ἵνα σχολάσητε τῇ προσευχῇ καὶ πάλιν ἐπὶ τὸ αὐτὸ ἦτε.]"
"1Cr","07","06","3.05","τοῦτο δὲ λέγω κατὰ συγγνώμην, οὐ κατ᾽ ἐπιταγήν. "
"1Cr","07","07","3.05","θέλω δὲ πάντας ἀνθρώπους εἶναι ὡς καὶ ἐμαυτόν· ἀλλὰ ἕκαστος ἴδιον ἔχει χάρισμα ἐκ θεοῦ, ὁ μὲν οὕτως, ὁ δὲ οὕτως. "
"1Cr","07","08","3.05","[λέγω δὲ τοῖς ἀγάμοις καὶ ταῖς χήραις, καλὸν αὐτοῖς ἐὰν μείνωσιν ὡς καὶ ἐγὼ.] "
"1Cr","07","09","3.05","[εἰ δὲ οὐκ ἐγκρατεύονται γαμησάτωσαν.] "
